Statistics,Year,State of Residence Name,State of Residence Code,Organ,Counts
Waitlist Candidates,2019,Arkansas,AR,Liver,98.0
Waitlist Candidates,2019,Arkansas,AR,Lung,17.0
Waitlist Candidates,2019,Arkansas,AR,Pancreas,
Waitlist Candidates,2019,California,CA,All,7733.0
Waitlist Candidates,2019,California,CA,Heart,475.0
Waitlist Candidates,2019,California,CA,Kidney,5547.0
Waitlist Candidates,2019,California,CA,Kidney-Pancreas,110.0
Waitlist Candidates,2019,California,CA,Liver,1546.0
Waitlist Candidates,2019,California,CA,Lung,340.0
Waitlist Candidates,2019,California,CA,Pancreas,17.0
Waitlist Candidates,2019,Colorado,CO,All,757.0
Waitlist Candidates,2019,Colorado,CO,Heart,49.0
Waitlist Candidates,2019,Colorado,CO,Kidney,503.0
Waitlist Candidates,2019,Colorado,CO,Kidney-Pancreas,
Waitlist Candidates,2019,Colorado,CO,Liver,183.0
Waitlist Candidates,2019,Colorado,CO,Lung,37.0
Waitlist Candidates,2019,Colorado,CO,Pancreas,
Waitlist Candidates,2019,Connecticut,CT,All,670.0
Waitlist Candidates,2019,Connecticut,CT,Heart,85.0
Waitlist Candidates,2019,Connecticut,CT,Kidney,422.0
Waitlist Candidates,2019,Connecticut,CT,Kidney-Pancreas,
Waitlist Candidates,2019,Connecticut,CT,Liver,146.0
Waitlist Candidates,2019,Connecticut,CT,Lung,31.0
Waitlist Candidates,2019,Connecticut,CT,Pancreas,
Waitlist Candidates,2019,Delaware,DE,All,228.0
Waitlist Candidates,2019,Delaware,DE,Heart,
Waitlist Candidates,2019,Delaware,DE,Kidney,142.0
Waitlist Candidates,2019,Delaware,DE,Kidney-Pancreas,
Waitlist Candidates,2019,Delaware,DE,Liver,54.0
Waitlist Candidates,2019,Delaware,DE,Lung,23.0
Waitlist Candidates,2019,Delaware,DE,Pancreas,
Waitlist Candidates,2019,District of Columbia,DC,All,174.0
Waitlist Candidates,2019,District of Columbia,DC,Heart,
Waitlist Candidates,2019,District of Columbia,DC,Kidney,121.0
Waitlist Candidates,2019,District of Columbia,DC,Kidney-Pancreas,
Waitlist Candidates,2019,District of Columbia,DC,Liver,40.0
Waitlist Candidates,2019,District of Columbia,DC,Lung,
Waitlist Candidates,2019,District of Columbia,DC,Pancreas,
Waitlist Candidates,2019,Florida,FL,All,3902.0
Waitlist Candidates,2019,Florida,FL,Heart,291.0
Waitlist Candidates,2019,Florida,FL,Kidney,2597.0
Waitlist Candidates,2019,Florida,FL,Kidney-Pancreas,82.0
Waitlist Candidates,2019,Florida,FL,Liver,813.0
Waitlist Candidates,2019,Florida,FL,Lung,227.0
Waitlist Candidates,2019,Florida,FL,Pancreas,
Waitlist Candidates,2019,Foreign Country,,All,155.0
Waitlist Candidates,2019,Foreign Country,,Heart,25.0
Waitlist Candidates,2019,Foreign Country,,Kidney,59.0
Waitlist Candidates,2019,Foreign Country,,Kidney-Pancreas,
Waitlist Candidates,2019,Foreign Country,,Liver,52.0
Waitlist Candidates,2019,Foreign Country,,Lung,22.0
Waitlist Candidates,2019,Foreign Country,,Pancreas,
Waitlist Candidates,2019,Georgia,GA,All,1876.0
Waitlist Candidates,2019,Georgia,GA,Heart,105.0
Waitlist Candidates,2019,Georgia,GA,Kidney,1347.0
Waitlist Candidates,2019,Georgia,GA,Kidney-Pancreas,31.0
Waitlist Candidates,2019,Georgia,GA,Liver,405.0
Waitlist Candidates,2019,Georgia,GA,Lung,60.0
Waitlist Candidates,2019,Georgia,GA,Pancreas,
Waitlist Candidates,2019,Hawaii,HI,All,195.0
Waitlist Candidates,2019,Hawaii,HI,Heart,
Waitlist Candidates,2019,Hawaii,HI,Kidney,153.0
Waitlist Candidates,2019,Hawaii,HI,Kidney-Pancreas,
Waitlist Candidates,2019,Hawaii,HI,Liver,31.0
Waitlist Candidates,2019,Hawaii,HI,Lung,
Waitlist Candidates,2019,Hawaii,HI,Pancreas,
Waitlist Candidates,2019,Idaho,ID,All,212.0
Waitlist Candidates,2019,Idaho,ID,Heart,17.0
Waitlist Candidates,2019,Idaho,ID,Kidney,142.0
Waitlist Candidates,2019,Idaho,ID,Kidney-Pancreas,
Waitlist Candidates,2019,Idaho,ID,Liver,48.0
Waitlist Candidates,2019,Idaho,ID,Lung,
Waitlist Candidates,2019,Idaho,ID,Pancreas,0.0
Waitlist Candidates,2019,Illinois,IL,All,2660.0
Waitlist Candidates,2019,Illinois,IL,Heart,219.0
Waitlist Candidates,2019,Illinois,IL,Kidney,1771.0
Waitlist Candidates,2019,Illinois,IL,Kidney-Pancreas,119.0
Waitlist Candidates,2019,Illinois,IL,Liver,503.0
Waitlist Candidates,2019,Illinois,IL,Lung,138.0
Waitlist Candidates,2019,Illinois,IL,Pancreas,27.0
Waitlist Candidates,2019,Indiana,IN,All,1038.0
Waitlist Candidates,2019,Indiana,IN,Heart,136.0
Waitlist Candidates,2019,Indiana,IN,Kidney,634.0
Waitlist Candidates,2019,Indiana,IN,Kidney-Pancreas,41.0
Waitlist Candidates,2019,Indiana,IN,Liver,243.0
Waitlist Candidates,2019,Indiana,IN,Lung,54.0
Waitlist Candidates,2019,Indiana,IN,Pancreas,
Waitlist Candidates,2019,Iowa,IA,All,507.0
Waitlist Candidates,2019,Iowa,IA,Heart,44.0
Waitlist Candidates,2019,Iowa,IA,Kidney,343.0
Waitlist Candidates,2019,Iowa,IA,Kidney-Pancreas,17.0
Waitlist Candidates,2019,Iowa,IA,Liver,83.0
Waitlist Candidates,2019,Iowa,IA,Lung,25.0
Waitlist Candidates,2019,Iowa,IA,Pancreas,
Waitlist Candidates,2019,Kansas,KS,All,380.0
Waitlist Candidates,2019,Kansas,KS,Heart,48.0
Waitlist Candidates,2019,Kansas,KS,Kidney,230.0
Waitlist Candidates,2019,Kansas,KS,Kidney-Pancreas,
Waitlist Candidates,2019,Kansas,KS,Liver,81.0
Waitlist Candidates,2019,Kansas,KS,Lung,22.0
Waitlist Candidates,2019,Kansas,KS,Pancreas,0.0
Waitlist Candidates,2019,Kentucky,KY,All,754.0
Waitlist Candidates,2019,Kentucky,KY,Heart,82.0
Waitlist Candidates,2019,Kentucky,KY,Kidney,450.0
Waitlist Candidates,2019,Kentucky,KY,Kidney-Pancreas,
Waitlist Candidates,2019,Kentucky,KY,Liver,177.0
Waitlist Candidates,2019,Kentucky,KY,Lung,55.0
Waitlist Candidates,2019,Kentucky,KY,Pancreas,0.0
Waitlist Candidates,2019,Louisiana,LA,All,937.0
Waitlist Candidates,2019,Louisiana,LA,Heart,50.0
Waitlist Candidates,2019,Louisiana,LA,Kidney,601.0
Waitlist Candidates,2019,Louisiana,LA,Kidney-Pancreas,33.0
Waitlist Candidates,2019,Louisiana,LA,Liver,232.0
Waitlist Candidates,2019,Louisiana,LA,Lung,43.0
Waitlist Candidates,2019,Louisiana,LA,Pancreas,
Waitlist Candidates,2019,Maine,ME,All,163.0
Waitlist Candidates,2019,Maine,ME,Heart,22.0
Waitlist Candidates,2019,Maine,ME,Kidney,98.0
Waitlist Candidates,2019,Maine,ME,Kidney-Pancreas,
Waitlist Candidates,2019,Maine,ME,Liver,36.0
Waitlist Candidates,2019,Maine,ME,Lung,
Waitlist Candidates,2019,Maine,ME,Pancreas,
Waitlist Candidates,2019,Maryland,MD,All,1421.0
Waitlist Candidates,2019,Maryland,MD,Heart,98.0
Waitlist Candidates,2019,Maryland,MD,Kidney,945.0
Waitlist Candidates,2019,Maryland,MD,Kidney-Pancreas,64.0
Waitlist Candidates,2019,Maryland,MD,Liver,320.0
Waitlist Candidates,2019,Maryland,MD,Lung,73.0
Waitlist Candidates,2019,Maryland,MD,Pancreas,
Waitlist Candidates,2019,Massachusetts,MA,All,1439.0
Waitlist Candidates,2019,Massachusetts,MA,Heart,78.0
Waitlist Candidates,2019,Massachusetts,MA,Kidney,908.0
Waitlist Candidates,2019,Massachusetts,MA,Kidney-Pancreas,28.0
Waitlist Candidates,2019,Massachusetts,MA,Liver,418.0
Waitlist Candidates,2019,Massachusetts,MA,Lung,59.0
Waitlist Candidates,2019,Massachusetts,MA,Pancreas,
Waitlist Candidates,2019,Michigan,MI,All,1558.0
Waitlist Candidates,2019,Michigan,MI,Heart,124.0
Waitlist Candidates,2019,Michigan,MI,Kidney,1008.0
Waitlist Candidates,2019,Michigan,MI,Kidney-Pancreas,24.0
Waitlist Candidates,2019,Michigan,MI,Liver,314.0
Waitlist Candidates,2019,Michigan,MI,Lung,140.0
Waitlist Candidates,2019,Michigan,MI,Pancreas,
Waitlist Candidates,2019,Minnesota,MN,All,894.0
Waitlist Candidates,2019,Minnesota,MN,Heart,79.0
Waitlist Candidates,2019,Minnesota,MN,Kidney,606.0
Waitlist Candidates,2019,Minnesota,MN,Kidney-Pancreas,49.0
Waitlist Candidates,2019,Minnesota,MN,Liver,155.0
Waitlist Candidates,2019,Minnesota,MN,Lung,48.0
Waitlist Candidates,2019,Minnesota,MN,Pancreas,22.0
Waitlist Candidates,2019,Mississippi,MS,All,736.0
Waitlist Candidates,2019,Mississippi,MS,Heart,56.0
Waitlist Candidates,2019,Mississippi,MS,Kidney,520.0
Waitlist Candidates,2019,Mississippi,MS,Kidney-Pancreas,
Waitlist Candidates,2019,Mississippi,MS,Liver,157.0
Waitlist Candidates,2019,Mississippi,MS,Lung,
Waitlist Candidates,2019,Mississippi,MS,Pancreas,
Waitlist Candidates,2019,Missouri,MO,All,935.0
Waitlist Candidates,2019,Missouri,MO,Heart,92.0
Waitlist Candidates,2019,Missouri,MO,Kidney,597.0
Waitlist Candidates,2019,Missouri,MO,Kidney-Pancreas,23.0
Waitlist Candidates,2019,Missouri,MO,Liver,184.0
Waitlist Candidates,2019,Missouri,MO,Lung,63.0
Waitlist Candidates,2019,Missouri,MO,Pancreas,
Waitlist Candidates,2019,Montana,MT,All,134.0
Waitlist Candidates,2019,Montana,MT,Heart,
Waitlist Candidates,2019,Montana,MT,Kidney,89.0
Waitlist Candidates,2019,Montana,MT,Kidney-Pancreas,
Waitlist Candidates,2019,Montana,MT,Liver,20.0
Waitlist Candidates,2019,Montana,MT,Lung,
Waitlist Candidates,2019,Montana,MT,Pancreas,0.0
Waitlist Candidates,2019,Nebraska,NE,All,279.0
Waitlist Candidates,2019,Nebraska,NE,Heart,38.0
Waitlist Candidates,2019,Nebraska,NE,Kidney,164.0
Waitlist Candidates,2019,Nebraska,NE,Kidney-Pancreas,
Waitlist Candidates,2019,Nebraska,NE,Liver,73.0
Waitlist Candidates,2019,Nebraska,NE,Lung,
Waitlist Candidates,2019,Nebraska,NE,Pancreas,
Waitlist Candidates,2019,Nevada,NV,All,353.0
Waitlist Candidates,2019,Nevada,NV,Heart,18.0
Waitlist Candidates,2019,Nevada,NV,Kidney,238.0
Waitlist Candidates,2019,Nevada,NV,Kidney-Pancreas,
Waitlist Candidates,2019,Nevada,NV,Liver,92.0
Waitlist Candidates,2019,Nevada,NV,Lung,16.0
Waitlist Candidates,2019,Nevada,NV,Pancreas,
Waitlist Candidates,2019,New Hampshire,NH,All,209.0
Waitlist Candidates,2019,New Hampshire,NH,Heart,17.0
Waitlist Candidates,2019,New Hampshire,NH,Kidney,126.0
Waitlist Candidates,2019,New Hampshire,NH,Kidney-Pancreas,
Waitlist Candidates,2019,New Hampshire,NH,Liver,62.0
Waitlist Candidates,2019,New Hampshire,NH,Lung,
Waitlist Candidates,2019,New Hampshire,NH,Pancreas,
Waitlist Candidates,2019,New Jersey,NJ,All,1953.0
Waitlist Candidates,2019,New Jersey,NJ,Heart,114.0
Waitlist Candidates,2019,New Jersey,NJ,Kidney,1337.0
Waitlist Candidates,2019,New Jersey,NJ,Kidney-Pancreas,42.0
Waitlist Candidates,2019,New Jersey,NJ,Liver,364.0
Waitlist Candidates,2019,New Jersey,NJ,Lung,137.0
Waitlist Candidates,2019,New Jersey,NJ,Pancreas,20.0
Waitlist Candidates,2019,New Mexico,NM,All,339.0
Waitlist Candidates,2019,New Mexico,NM,Heart,
Waitlist Candidates,2019,New Mexico,NM,Kidney,232.0
Waitlist Candidates,2019,New Mexico,NM,Kidney-Pancreas,
Waitlist Candidates,2019,New Mexico,NM,Liver,84.0
Waitlist Candidates,2019,New Mexico,NM,Lung,19.0
Waitlist Candidates,2019,New Mexico,NM,Pancreas,0.0
Waitlist Candidates,2019,New York,NY,All,4408.0
Waitlist Candidates,2019,New York,NY,Heart,298.0
Waitlist Candidates,2019,New York,NY,Kidney,3177.0
Waitlist Candidates,2019,New York,NY,Kidney-Pancreas,114.0
Waitlist Candidates,2019,New York,NY,Liver,765.0
Waitlist Candidates,2019,New York,NY,Lung,233.0
Waitlist Candidates,2019,New York,NY,Pancreas,64.0
Waitlist Candidates,2019,North Carolina,NC,All,1844.0
Waitlist Candidates,2019,North Carolina,NC,Heart,184.0
Waitlist Candidates,2019,North Carolina,NC,Kidney,1334.0
Waitlist Candidates,2019,North Carolina,NC,Kidney-Pancreas,65.0
Waitlist Candidates,2019,North Carolina,NC,Liver,244.0
Waitlist Candidates,2019,North Carolina,NC,Lung,93.0
Waitlist Candidates,2019,North Carolina,NC,Pancreas,38.0
Waitlist Candidates,2019,North Dakota,ND,All,92.0
Waitlist Candidates,2019,North Dakota,ND,Heart,
Waitlist Candidates,2019,North Dakota,ND,Kidney,57.0
Waitlist Candidates,2019,North Dakota,ND,Kidney-Pancreas,
Waitlist Candidates,2019,North Dakota,ND,Liver,17.0
Waitlist Candidates,2019,North Dakota,ND,Lung,
Waitlist Candidates,2019,North Dakota,ND,Pancreas,
Waitlist Candidates,2019,Not Reported,NR,All,
Waitlist Candidates,2019,Not Reported,NR,Heart,
Waitlist Candidates,2019,Not Reported,NR,Kidney,
Waitlist Candidates,2019,Not Reported,NR,Kidney-Pancreas,0.0
Waitlist Candidates,2019,Not Reported,NR,Liver,
Waitlist Candidates,2019,Not Reported,NR,Lung,
Waitlist Candidates,2019,Not Reported,NR,Pancreas,0.0
Waitlist Candidates,2019,Ohio,OH,All,2244.0
Waitlist Candidates,2019,Ohio,OH,Heart,168.0
Waitlist Candidates,2019,Ohio,OH,Kidney,1346.0
Waitlist Candidates,2019,Ohio,OH,Kidney-Pancreas,46.0
Waitlist Candidates,2019,Ohio,OH,Liver,604.0
Waitlist Candidates,2019,Ohio,OH,Lung,170.0
Waitlist Candidates,2019,Ohio,OH,Pancreas,
Waitlist Candidates,2019,Oklahoma,OK,All,523.0
Waitlist Candidates,2019,Oklahoma,OK,Heart,41.0
Waitlist Candidates,2019,Oklahoma,OK,Kidney,340.0
Waitlist Candidates,2019,Oklahoma,OK,Kidney-Pancreas,
Waitlist Candidates,2019,Oklahoma,OK,Liver,114.0
Waitlist Candidates,2019,Oklahoma,OK,Lung,36.0
Waitlist Candidates,2019,Oklahoma,OK,Pancreas,
Waitlist Candidates,2019,Oregon,OR,All,485.0
Waitlist Candidates,2019,Oregon,OR,Heart,42.0
Waitlist Candidates,2019,Oregon,OR,Kidney,305.0
Waitlist Candidates,2019,Oregon,OR,Kidney-Pancreas,
Waitlist Candidates,2019,Oregon,OR,Liver,109.0
Waitlist Candidates,2019,Oregon,OR,Lung,23.0
Waitlist Candidates,2019,Oregon,OR,Pancreas,
Waitlist Candidates,2019,Pacific Ocean Territories,PO,All,
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Heart,0.0
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Kidney,
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Kidney-Pancreas,0.0
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Liver,
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Lung,0.0
Waitlist Candidates,2019,Pacific Ocean Territories,PO,Pancreas,0.0
Waitlist Candidates,2019,Pennsylvania,PA,All,2872.0
Waitlist Candidates,2019,Pennsylvania,PA,Heart,214.0
Waitlist Candidates,2019,Pennsylvania,PA,Kidney,1887.0
Waitlist Candidates,2019,Pennsylvania,PA,Kidney-Pancreas,73.0
Waitlist Candidates,2019,Pennsylvania,PA,Liver,573.0
Waitlist Candidates,2019,Pennsylvania,PA,Lung,215.0
Waitlist Candidates,2019,Pennsylvania,PA,Pancreas,44.0
Waitlist Candidates,2019,Puerto Rico,PR,All,291.0
Waitlist Candidates,2019,Puerto Rico,PR,Heart,
Waitlist Candidates,2019,Puerto Rico,PR,Kidney,215.0
Waitlist Candidates,2019,Puerto Rico,PR,Kidney-Pancreas,16.0
Waitlist Candidates,2019,Puerto Rico,PR,Liver,73.0
Waitlist Candidates,2019,Puerto Rico,PR,Lung,
Waitlist Candidates,2019,Puerto Rico,PR,Pancreas,
Waitlist Candidates,2019,Rhode Island,RI,All,167.0
Waitlist Candidates,2019,Rhode Island,RI,Heart,
Waitlist Candidates,2019,Rhode Island,RI,Kidney,120.0
Waitlist Candidates,2019,Rhode Island,RI,Kidney-Pancreas,
Waitlist Candidates,2019,Rhode Island,RI,Liver,40.0
Waitlist Candidates,2019,Rhode Island,RI,Lung,
Waitlist Candidates,2019,Rhode Island,RI,Pancreas,0.0
Waitlist Candidates,2019,South Carolina,SC,All,1026.0
Waitlist Candidates,2019,South Carolina,SC,Heart,84.0
Waitlist Candidates,2019,South Carolina,SC,Kidney,737.0
Waitlist Candidates,2019,South Carolina,SC,Kidney-Pancreas,29.0
Waitlist Candidates,2019,South Carolina,SC,Liver,173.0
Waitlist Candidates,2019,South Carolina,SC,Lung,35.0
Waitlist Candidates,2019,South Carolina,SC,Pancreas,
Waitlist Candidates,2019,South Dakota,SD,All,151.0
Waitlist Candidates,2019,South Dakota,SD,Heart,
Waitlist Candidates,2019,South Dakota,SD,Kidney,94.0
Waitlist Candidates,2019,South Dakota,SD,Kidney-Pancreas,
Waitlist Candidates,2019,South Dakota,SD,Liver,47.0
Waitlist Candidates,2019,South Dakota,SD,Lung,
Waitlist Candidates,2019,South Dakota,SD,Pancreas,
Waitlist Candidates,2019,Tennessee,TN,All,1309.0
Waitlist Candidates,2019,Tennessee,TN,Heart,138.0
Waitlist Candidates,2019,Tennessee,TN,Kidney,884.0
Waitlist Candidates,2019,Tennessee,TN,Kidney-Pancreas,17.0
Waitlist Candidates,2019,Tennessee,TN,Liver,254.0
Waitlist Candidates,2019,Tennessee,TN,Lung,54.0
Waitlist Candidates,2019,Tennessee,TN,Pancreas,
Waitlist Candidates,2019,Texas,TX,All,6100.0
Waitlist Candidates,2019,Texas,TX,Heart,441.0
Waitlist Candidates,2019,Texas,TX,Kidney,4189.0
Waitlist Candidates,2019,Texas,TX,Kidney-Pancreas,105.0
Waitlist Candidates,2019,Texas,TX,Liver,1330.0
Waitlist Candidates,2019,Texas,TX,Lung,266.0
Waitlist Candidates,2019,Texas,TX,Pancreas,24.0
Waitlist Candidates,2019,Utah,UT,All,378.0
Waitlist Candidates,2019,Utah,UT,Heart,34.0
Waitlist Candidates,2019,Utah,UT,Kidney,225.0
Waitlist Candidates,2019,Utah,UT,Kidney-Pancreas,18.0
Waitlist Candidates,2019,Utah,UT,Liver,96.0
Waitlist Candidates,2019,Utah,UT,Lung,
Waitlist Candidates,2019,Utah,UT,Pancreas,0.0
Waitlist Candidates,2019,Vermont,VT,All,79.0
Waitlist Candidates,2019,Vermont,VT,Heart,
Waitlist Candidates,2019,Vermont,VT,Kidney,34.0
Waitlist Candidates,2019,Vermont,VT,Kidney-Pancreas,0.0
Waitlist Candidates,2019,Vermont,VT,Liver,33.0
Waitlist Candidates,2019,Vermont,VT,Lung,
Waitlist Candidates,2019,Vermont,VT,Pancreas,0.0
Waitlist Candidates,2019,Virgin Islands,VI,All,
Waitlist Candidates,2019,Virgin Islands,VI,Heart,
Waitlist Candidates,2019,Virgin Islands,VI,Kidney,
Waitlist Candidates,2019,Virgin Islands,VI,Kidney-Pancreas,0.0
Waitlist Candidates,2019,Virgin Islands,VI,Liver,
Waitlist Candidates,2019,Virgin Islands,VI,Lung,0.0
Waitlist Candidates,2019,Virgin Islands,VI,Pancreas,0.0
Waitlist Candidates,2019,Virginia,VA,All,1906.0
Waitlist Candidates,2019,Virginia,VA,Heart,175.0
Waitlist Candidates,2019,Virginia,VA,Kidney,1313.0
Waitlist Candidates,2019,Virginia,VA,Kidney-Pancreas,60.0
Waitlist Candidates,2019,Virginia,VA,Liver,364.0
Waitlist Candidates,2019,Virginia,VA,Lung,68.0
Waitlist Candidates,2019,Virginia,VA,Pancreas,27.0
Waitlist Candidates,2019,Washington,WA,All,968.0
Waitlist Candidates,2019,Washington,WA,Heart,93.0
Waitlist Candidates,2019,Washington,WA,Kidney,615.0
Waitlist Candidates,2019,Washington,WA,Kidney-Pancreas,20.0
Waitlist Candidates,2019,Washington,WA,Liver,211.0
Waitlist Candidates,2019,Washington,WA,Lung,58.0
Waitlist Candidates,2019,Washington,WA,Pancreas,
Waitlist Candidates,2019,West Virginia,WV,All,326.0
Waitlist Candidates,2019,West Virginia,WV,Heart,19.0
Waitlist Candidates,2019,West Virginia,WV,Kidney,172.0
Waitlist Candidates,2019,West Virginia,WV,Kidney-Pancreas,
Waitlist Candidates,2019,West Virginia,WV,Liver,114.0
Waitlist Candidates,2019,West Virginia,WV,Lung,29.0
Waitlist Candidates,2019,West Virginia,WV,Pancreas,
Waitlist Candidates,2019,Wisconsin,WI,All,953.0
Waitlist Candidates,2019,Wisconsin,WI,Heart,104.0
Waitlist Candidates,2019,Wisconsin,WI,Kidney,535.0
Waitlist Candidates,2019,Wisconsin,WI,Kidney-Pancreas,31.0
Waitlist Candidates,2019,Wisconsin,WI,Liver,261.0
Waitlist Candidates,2019,Wisconsin,WI,Lung,49.0
Waitlist Candidates,2019,Wisconsin,WI,Pancreas,17.0
Waitlist Candidates,2019,Wyoming,WY,All,57.0
Waitlist Candidates,2019,Wyoming,WY,Heart,
Waitlist Candidates,2019,Wyoming,WY,Kidney,42.0
Waitlist Candidates,2019,Wyoming,WY,Kidney-Pancreas,
Waitlist Candidates,2019,Wyoming,WY,Liver,
Waitlist Candidates,2019,Wyoming,WY,Lung,
Waitlist Candidates,2019,Wyoming,WY,Pancreas,0.0
Waitlist Candidates,2020,Alabama,AL,All,723.0
Waitlist Candidates,2020,Alabama,AL,Heart,46.0
Waitlist Candidates,2020,Alabama,AL,Kidney,523.0
Waitlist Candidates,2020,Alabama,AL,Kidney-Pancreas,
Waitlist Candidates,2020,Alabama,AL,Liver,138.0
Waitlist Candidates,2020,Alabama,AL,Lung,24.0
Waitlist Candidates,2020,Alabama,AL,Pancreas,0.0
Waitlist Candidates,2020,Alaska,AK,All,73.0
Waitlist Candidates,2020,Alaska,AK,Heart,
Waitlist Candidates,2020,Alaska,AK,Kidney,48.0
Waitlist Candidates,2020,Alaska,AK,Kidney-Pancreas,
Waitlist Candidates,2020,Alaska,AK,Liver,
Waitlist Candidates,2020,Alaska,AK,Lung,
Waitlist Candidates,2020,Alaska,AK,Pancreas,
Waitlist Candidates,2020,All,All,All,55059.0
Waitlist Candidates,2020,All,All,Heart,4532.0
Waitlist Candidates,2020,All,All,Kidney,36156.0
Waitlist Candidates,2020,All,All,Kidney-Pancreas,1275.0
Waitlist Candidates,2020,All,All,Liver,12609.0
Waitlist Candidates,2020,All,All,Lung,2656.0
Waitlist Candidates,2020,All,All,Pancreas,446.0
Waitlist Candidates,2020,Arizona,AZ,All,974.0
Waitlist Candidates,2020,Arizona,AZ,Heart,91.0
Waitlist Candidates,2020,Arizona,AZ,Kidney,556.0
Waitlist Candidates,2020,Arizona,AZ,Kidney-Pancreas,16.0
Waitlist Candidates,2020,Arizona,AZ,Liver,260.0
Waitlist Candidates,2020,Arizona,AZ,Lung,80.0
Waitlist Candidates,2020,Arizona,AZ,Pancreas,
Waitlist Candidates,2020,Arkansas,AR,All,420.0
Waitlist Candidates,2020,Arkansas,AR,Heart,35.0
Waitlist Candidates,2020,Arkansas,AR,Kidney,289.0
Waitlist Candidates,2020,Arkansas,AR,Kidney-Pancreas,
Waitlist Candidates,2020,Arkansas,AR,Liver,91.0
Waitlist Candidates,2020,Arkansas,AR,Lung,
Waitlist Candidates,2020,Arkansas,AR,Pancreas,
Waitlist Candidates,2020,California,CA,All,7165.0
Waitlist Candidates,2020,California,CA,Heart,487.0
Waitlist Candidates,2020,California,CA,Kidney,4953.0
Waitlist Candidates,2020,California,CA,Kidney-Pancreas,111.0
Waitlist Candidates,2020,California,CA,Liver,1643.0
Waitlist Candidates,2020,California,CA,Lung,296.0
Waitlist Candidates,2020,California,CA,Pancreas,18.0
Waitlist Candidates,2020,Colorado,CO,All,720.0
Waitlist Candidates,2020,Colorado,CO,Heart,52.0
Waitlist Candidates,2020,Colorado,CO,Kidney,485.0
Waitlist Candidates,2020,Colorado,CO,Kidney-Pancreas,
Waitlist Candidates,2020,Colorado,CO,Liver,158.0
Waitlist Candidates,2020,Colorado,CO,Lung,36.0
Waitlist Candidates,2020,Colorado,CO,Pancreas,
Waitlist Candidates,2020,Connecticut,CT,All,675.0
Waitlist Candidates,2020,Connecticut,CT,Heart,100.0
Waitlist Candidates,2020,Connecticut,CT,Kidney,445.0
Waitlist Candidates,2020,Connecticut,CT,Kidney-Pancreas,
Waitlist Candidates,2020,Connecticut,CT,Liver,129.0
Waitlist Candidates,2020,Connecticut,CT,Lung,21.0
Waitlist Candidates,2020,Connecticut,CT,Pancreas,
Waitlist Candidates,2020,Delaware,DE,All,237.0
Waitlist Candidates,2020,Delaware,DE,Heart,23.0
Waitlist Candidates,2020,Delaware,DE,Kidney,145.0
Waitlist Candidates,2020,Delaware,DE,Kidney-Pancreas,
Waitlist Candidates,2020,Delaware,DE,Liver,59.0
Waitlist Candidates,2020,Delaware,DE,Lung,
Waitlist Candidates,2020,Delaware,DE,Pancreas,
Waitlist Candidates,2020,District of Columbia,DC,All,109.0
Waitlist Candidates,2020,District of Columbia,DC,Heart,18.0
Waitlist Candidates,2020,District of Columbia,DC,Kidney,66.0
Waitlist Candidates,2020,District of Columbia,DC,Kidney-Pancreas,
Waitlist Candidates,2020,District of Columbia,DC,Liver,24.0
Waitlist Candidates,2020,District of Columbia,DC,Lung,
Waitlist Candidates,2020,District of Columbia,DC,Pancreas,
Waitlist Candidates,2020,Florida,FL,All,3382.0
Waitlist Candidates,2020,Florida,FL,Heart,337.0
Waitlist Candidates,2020,Florida,FL,Kidney,2061.0
Waitlist Candidates,2020,Florida,FL,Kidney-Pancreas,53.0
Waitlist Candidates,2020,Florida,FL,Liver,834.0
Waitlist Candidates,2020,Florida,FL,Lung,221.0
Waitlist Candidates,2020,Florida,FL,Pancreas,25.0
Waitlist Candidates,2020,Foreign Country,,All,74.0
Waitlist Candidates,2020,Foreign Country,,Heart,
Waitlist Candidates,2020,Foreign Country,,Kidney,27.0
Waitlist Candidates,2020,Foreign Country,,Kidney-Pancreas,
Waitlist Candidates,2020,Foreign Country,,Liver,21.0
Waitlist Candidates,2020,Foreign Country,,Lung,
Waitlist Candidates,2020,Foreign Country,,Pancreas,
Waitlist Candidates,2020,Georgia,GA,All,1735.0
Waitlist Candidates,2020,Georgia,GA,Heart,126.0
Waitlist Candidates,2020,Georgia,GA,Kidney,1212.0
Waitlist Candidates,2020,Georgia,GA,Kidney-Pancreas,50.0
Waitlist Candidates,2020,Georgia,GA,Liver,374.0
Waitlist Candidates,2020,Georgia,GA,Lung,43.0
Waitlist Candidates,2020,Georgia,GA,Pancreas,
Waitlist Candidates,2020,Hawaii,HI,All,227.0
Waitlist Candidates,2020,Hawaii,HI,Heart,
Waitlist Candidates,2020,Hawaii,HI,Kidney,181.0
Waitlist Candidates,2020,Hawaii,HI,Kidney-Pancreas,
Waitlist Candidates,2020,Hawaii,HI,Liver,34.0
Waitlist Candidates,2020,Hawaii,HI,Lung,
Waitlist Candidates,2020,Hawaii,HI,Pancreas,0.0
Waitlist Candidates,2020,Idaho,ID,All,198.0
