Statistics,Year,State of Residence Name,State of Residence Code,Organ,Counts
Waitlist Candidates,2017,Oregon,OR,Liver,106
Waitlist Candidates,2017,Oregon,OR,Lung,18
Waitlist Candidates,2017,Oregon,OR,Pancreas,
Waitlist Candidates,2017,Pacific Ocean Territories,PO,All,
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Heart,0
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Kidney,
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Kidney-Pancreas,
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Liver,
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Lung,0
Waitlist Candidates,2017,Pacific Ocean Territories,PO,Pancreas,0
Waitlist Candidates,2017,Pennsylvania,PA,All,2711
Waitlist Candidates,2017,Pennsylvania,PA,Heart,198
Waitlist Candidates,2017,Pennsylvania,PA,Kidney,1712
Waitlist Candidates,2017,Pennsylvania,PA,Kidney-Pancreas,78
Waitlist Candidates,2017,Pennsylvania,PA,Liver,619
Waitlist Candidates,2017,Pennsylvania,PA,Lung,208
Waitlist Candidates,2017,Pennsylvania,PA,Pancreas,28
Waitlist Candidates,2017,Puerto Rico,PR,All,253
Waitlist Candidates,2017,Puerto Rico,PR,Heart,
Waitlist Candidates,2017,Puerto Rico,PR,Kidney,195
Waitlist Candidates,2017,Puerto Rico,PR,Kidney-Pancreas,
Waitlist Candidates,2017,Puerto Rico,PR,Liver,59
Waitlist Candidates,2017,Puerto Rico,PR,Lung,0
Waitlist Candidates,2017,Puerto Rico,PR,Pancreas,0
Waitlist Candidates,2017,Rhode Island,RI,All,189
Waitlist Candidates,2017,Rhode Island,RI,Heart,
Waitlist Candidates,2017,Rhode Island,RI,Kidney,132
Waitlist Candidates,2017,Rhode Island,RI,Kidney-Pancreas,
Waitlist Candidates,2017,Rhode Island,RI,Liver,43
Waitlist Candidates,2017,Rhode Island,RI,Lung,
Waitlist Candidates,2017,Rhode Island,RI,Pancreas,
Waitlist Candidates,2017,South Carolina,SC,All,865
Waitlist Candidates,2017,South Carolina,SC,Heart,64
Waitlist Candidates,2017,South Carolina,SC,Kidney,594
Waitlist Candidates,2017,South Carolina,SC,Kidney-Pancreas,28
Waitlist Candidates,2017,South Carolina,SC,Liver,166
Waitlist Candidates,2017,South Carolina,SC,Lung,28
Waitlist Candidates,2017,South Carolina,SC,Pancreas,
Waitlist Candidates,2017,South Dakota,SD,All,146
Waitlist Candidates,2017,South Dakota,SD,Heart,
Waitlist Candidates,2017,South Dakota,SD,Kidney,93
Waitlist Candidates,2017,South Dakota,SD,Kidney-Pancreas,
Waitlist Candidates,2017,South Dakota,SD,Liver,38
Waitlist Candidates,2017,South Dakota,SD,Lung,
Waitlist Candidates,2017,South Dakota,SD,Pancreas,
Waitlist Candidates,2017,Tennessee,TN,All,1156
Waitlist Candidates,2017,Tennessee,TN,Heart,124
Waitlist Candidates,2017,Tennessee,TN,Kidney,770
Waitlist Candidates,2017,Tennessee,TN,Kidney-Pancreas,
Waitlist Candidates,2017,Tennessee,TN,Liver,247
Waitlist Candidates,2017,Tennessee,TN,Lung,39
Waitlist Candidates,2017,Tennessee,TN,Pancreas,0
Waitlist Candidates,2017,Texas,TX,All,5051
Waitlist Candidates,2017,Texas,TX,Heart,390
Waitlist Candidates,2017,Texas,TX,Kidney,3288
Waitlist Candidates,2017,Texas,TX,Kidney-Pancreas,87
Waitlist Candidates,2017,Texas,TX,Liver,1198
Waitlist Candidates,2017,Texas,TX,Lung,277
Waitlist Candidates,2017,Texas,TX,Pancreas,29
Waitlist Candidates,2017,Utah,UT,All,310
Waitlist Candidates,2017,Utah,UT,Heart,21
Waitlist Candidates,2017,Utah,UT,Kidney,169
Waitlist Candidates,2017,Utah,UT,Kidney-Pancreas,
Waitlist Candidates,2017,Utah,UT,Liver,92
Waitlist Candidates,2017,Utah,UT,Lung,23
Waitlist Candidates,2017,Utah,UT,Pancreas,
Waitlist Candidates,2017,Vermont,VT,All,66
Waitlist Candidates,2017,Vermont,VT,Heart,
Waitlist Candidates,2017,Vermont,VT,Kidney,39
Waitlist Candidates,2017,Vermont,VT,Kidney-Pancreas,
Waitlist Candidates,2017,Vermont,VT,Liver,20
Waitlist Candidates,2017,Vermont,VT,Lung,
Waitlist Candidates,2017,Vermont,VT,Pancreas,0
Waitlist Candidates,2017,Virgin Islands,VI,All,
Waitlist Candidates,2017,Virgin Islands,VI,Heart,
Waitlist Candidates,2017,Virgin Islands,VI,Kidney,
Waitlist Candidates,2017,Virgin Islands,VI,Kidney-Pancreas,0
Waitlist Candidates,2017,Virgin Islands,VI,Liver,0
Waitlist Candidates,2017,Virgin Islands,VI,Lung,0
Waitlist Candidates,2017,Virgin Islands,VI,Pancreas,0
Waitlist Candidates,2017,Virginia,VA,All,1486
Waitlist Candidates,2017,Virginia,VA,Heart,130
Waitlist Candidates,2017,Virginia,VA,Kidney,979
Waitlist Candidates,2017,Virginia,VA,Kidney-Pancreas,41
Waitlist Candidates,2017,Virginia,VA,Liver,313
Waitlist Candidates,2017,Virginia,VA,Lung,64
Waitlist Candidates,2017,Virginia,VA,Pancreas,29
Waitlist Candidates,2017,Washington,WA,All,945
Waitlist Candidates,2017,Washington,WA,Heart,113
Waitlist Candidates,2017,Washington,WA,Kidney,590
Waitlist Candidates,2017,Washington,WA,Kidney-Pancreas,32
Waitlist Candidates,2017,Washington,WA,Liver,192
Waitlist Candidates,2017,Washington,WA,Lung,40
Waitlist Candidates,2017,Washington,WA,Pancreas,
Waitlist Candidates,2017,West Virginia,WV,All,262
Waitlist Candidates,2017,West Virginia,WV,Heart,24
Waitlist Candidates,2017,West Virginia,WV,Kidney,138
Waitlist Candidates,2017,West Virginia,WV,Kidney-Pancreas,
Waitlist Candidates,2017,West Virginia,WV,Liver,80
Waitlist Candidates,2017,West Virginia,WV,Lung,27
Waitlist Candidates,2017,West Virginia,WV,Pancreas,
Waitlist Candidates,2017,Wisconsin,WI,All,937
Waitlist Candidates,2017,Wisconsin,WI,Heart,90
Waitlist Candidates,2017,Wisconsin,WI,Kidney,544
Waitlist Candidates,2017,Wisconsin,WI,Kidney-Pancreas,28
Waitlist Candidates,2017,Wisconsin,WI,Liver,278
Waitlist Candidates,2017,Wisconsin,WI,Lung,47
Waitlist Candidates,2017,Wisconsin,WI,Pancreas,
Waitlist Candidates,2017,Wyoming,WY,All,83
Waitlist Candidates,2017,Wyoming,WY,Heart,
Waitlist Candidates,2017,Wyoming,WY,Kidney,51
Waitlist Candidates,2017,Wyoming,WY,Kidney-Pancreas,0
Waitlist Candidates,2017,Wyoming,WY,Liver,22
Waitlist Candidates,2017,Wyoming,WY,Lung,
Waitlist Candidates,2017,Wyoming,WY,Pancreas,0
Waitlist Candidates,2018,Alabama,AL,All,826
Waitlist Candidates,2018,Alabama,AL,Heart,59
Waitlist Candidates,2018,Alabama,AL,Kidney,565
Waitlist Candidates,2018,Alabama,AL,Kidney-Pancreas,18
Waitlist Candidates,2018,Alabama,AL,Liver,191
Waitlist Candidates,2018,Alabama,AL,Lung,20
Waitlist Candidates,2018,Alabama,AL,Pancreas,
Waitlist Candidates,2018,Alaska,AK,All,56
Waitlist Candidates,2018,Alaska,AK,Heart,
Waitlist Candidates,2018,Alaska,AK,Kidney,35
Waitlist Candidates,2018,Alaska,AK,Kidney-Pancreas,
Waitlist Candidates,2018,Alaska,AK,Liver,
Waitlist Candidates,2018,Alaska,AK,Lung,
Waitlist Candidates,2018,Alaska,AK,Pancreas,
Waitlist Candidates,2018,All,All,All,58611
Waitlist Candidates,2018,All,All,Heart,4634
Waitlist Candidates,2018,All,All,Kidney,38801
Waitlist Candidates,2018,All,All,Kidney-Pancreas,1258
Waitlist Candidates,2018,All,All,Liver,12719
Waitlist Candidates,2018,All,All,Lung,3164
Waitlist Candidates,2018,All,All,Pancreas,453
Waitlist Candidates,2018,Arizona,AZ,All,1194
Waitlist Candidates,2018,Arizona,AZ,Heart,74
Waitlist Candidates,2018,Arizona,AZ,Kidney,699
Waitlist Candidates,2018,Arizona,AZ,Kidney-Pancreas,27
Waitlist Candidates,2018,Arizona,AZ,Liver,312
Waitlist Candidates,2018,Arizona,AZ,Lung,116
Waitlist Candidates,2018,Arizona,AZ,Pancreas,
Waitlist Candidates,2018,Arkansas,AR,All,418
Waitlist Candidates,2018,Arkansas,AR,Heart,44
Waitlist Candidates,2018,Arkansas,AR,Kidney,273
Waitlist Candidates,2018,Arkansas,AR,Kidney-Pancreas,
Waitlist Candidates,2018,Arkansas,AR,Liver,86
Waitlist Candidates,2018,Arkansas,AR,Lung,20
Waitlist Candidates,2018,Arkansas,AR,Pancreas,
Waitlist Candidates,2018,California,CA,All,7606
Waitlist Candidates,2018,California,CA,Heart,482
Waitlist Candidates,2018,California,CA,Kidney,5403
Waitlist Candidates,2018,California,CA,Kidney-Pancreas,124
Waitlist Candidates,2018,California,CA,Liver,1576
Waitlist Candidates,2018,California,CA,Lung,301
Waitlist Candidates,2018,California,CA,Pancreas,22
Waitlist Candidates,2018,Colorado,CO,All,773
Waitlist Candidates,2018,Colorado,CO,Heart,69
Waitlist Candidates,2018,Colorado,CO,Kidney,500
Waitlist Candidates,2018,Colorado,CO,Kidney-Pancreas,
Waitlist Candidates,2018,Colorado,CO,Liver,156
Waitlist Candidates,2018,Colorado,CO,Lung,52
Waitlist Candidates,2018,Colorado,CO,Pancreas,
Waitlist Candidates,2018,Connecticut,CT,All,597
Waitlist Candidates,2018,Connecticut,CT,Heart,77
Waitlist Candidates,2018,Connecticut,CT,Kidney,369
Waitlist Candidates,2018,Connecticut,CT,Kidney-Pancreas,
Waitlist Candidates,2018,Connecticut,CT,Liver,143
Waitlist Candidates,2018,Connecticut,CT,Lung,24
Waitlist Candidates,2018,Connecticut,CT,Pancreas,
Waitlist Candidates,2018,Delaware,DE,All,237
Waitlist Candidates,2018,Delaware,DE,Heart,16
Waitlist Candidates,2018,Delaware,DE,Kidney,132
Waitlist Candidates,2018,Delaware,DE,Kidney-Pancreas,
Waitlist Candidates,2018,Delaware,DE,Liver,75
Waitlist Candidates,2018,Delaware,DE,Lung,19
Waitlist Candidates,2018,Delaware,DE,Pancreas,
Waitlist Candidates,2018,District of Columbia,DC,All,170
Waitlist Candidates,2018,District of Columbia,DC,Heart,
Waitlist Candidates,2018,District of Columbia,DC,Kidney,137
Waitlist Candidates,2018,District of Columbia,DC,Kidney-Pancreas,
Waitlist Candidates,2018,District of Columbia,DC,Liver,29
Waitlist Candidates,2018,District of Columbia,DC,Lung,
Waitlist Candidates,2018,District of Columbia,DC,Pancreas,0
Waitlist Candidates,2018,Florida,FL,All,3530
Waitlist Candidates,2018,Florida,FL,Heart,298
Waitlist Candidates,2018,Florida,FL,Kidney,2313
Waitlist Candidates,2018,Florida,FL,Kidney-Pancreas,59
Waitlist Candidates,2018,Florida,FL,Liver,741
Waitlist Candidates,2018,Florida,FL,Lung,224
Waitlist Candidates,2018,Florida,FL,Pancreas,25
Waitlist Candidates,2018,Foreign Country,NA,All,153
Waitlist Candidates,2018,Foreign Country,NA,Heart,22
Waitlist Candidates,2018,Foreign Country,NA,Kidney,79
Waitlist Candidates,2018,Foreign Country,NA,Kidney-Pancreas,
Waitlist Candidates,2018,Foreign Country,NA,Liver,38
Waitlist Candidates,2018,Foreign Country,NA,Lung,24
Waitlist Candidates,2018,Foreign Country,NA,Pancreas,
Waitlist Candidates,2018,Georgia,GA,All,1907
Waitlist Candidates,2018,Georgia,GA,Heart,112
Waitlist Candidates,2018,Georgia,GA,Kidney,1411
Waitlist Candidates,2018,Georgia,GA,Kidney-Pancreas,32
Waitlist Candidates,2018,Georgia,GA,Liver,368
Waitlist Candidates,2018,Georgia,GA,Lung,39
Waitlist Candidates,2018,Georgia,GA,Pancreas,
Waitlist Candidates,2018,Hawaii,HI,All,192
Waitlist Candidates,2018,Hawaii,HI,Heart,
Waitlist Candidates,2018,Hawaii,HI,Kidney,152
Waitlist Candidates,2018,Hawaii,HI,Kidney-Pancreas,
Waitlist Candidates,2018,Hawaii,HI,Liver,28
Waitlist Candidates,2018,Hawaii,HI,Lung,
Waitlist Candidates,2018,Hawaii,HI,Pancreas,0
Waitlist Candidates,2018,Idaho,ID,All,173
Waitlist Candidates,2018,Idaho,ID,Heart,16
Waitlist Candidates,2018,Idaho,ID,Kidney,102
Waitlist Candidates,2018,Idaho,ID,Kidney-Pancreas,
Waitlist Candidates,2018,Idaho,ID,Liver,44
Waitlist Candidates,2018,Idaho,ID,Lung,
Waitlist Candidates,2018,Idaho,ID,Pancreas,
Waitlist Candidates,2018,Illinois,IL,All,2337
Waitlist Candidates,2018,Illinois,IL,Heart,206
Waitlist Candidates,2018,Illinois,IL,Kidney,1513
Waitlist Candidates,2018,Illinois,IL,Kidney-Pancreas,62
Waitlist Candidates,2018,Illinois,IL,Liver,477
Waitlist Candidates,2018,Illinois,IL,Lung,159
Waitlist Candidates,2018,Illinois,IL,Pancreas,
Waitlist Candidates,2018,Indiana,IN,All,984
Waitlist Candidates,2018,Indiana,IN,Heart,106
Waitlist Candidates,2018,Indiana,IN,Kidney,608
Waitlist Candidates,2018,Indiana,IN,Kidney-Pancreas,26
Waitlist Candidates,2018,Indiana,IN,Liver,221
Waitlist Candidates,2018,Indiana,IN,Lung,73
Waitlist Candidates,2018,Indiana,IN,Pancreas,
Waitlist Candidates,2018,Iowa,IA,All,436
Waitlist Candidates,2018,Iowa,IA,Heart,40
Waitlist Candidates,2018,Iowa,IA,Kidney,259
Waitlist Candidates,2018,Iowa,IA,Kidney-Pancreas,
Waitlist Candidates,2018,Iowa,IA,Liver,105
Waitlist Candidates,2018,Iowa,IA,Lung,28
Waitlist Candidates,2018,Iowa,IA,Pancreas,
Waitlist Candidates,2018,Kansas,KS,All,456
Waitlist Candidates,2018,Kansas,KS,Heart,57
Waitlist Candidates,2018,Kansas,KS,Kidney,271
Waitlist Candidates,2018,Kansas,KS,Kidney-Pancreas,
Waitlist Candidates,2018,Kansas,KS,Liver,98
Waitlist Candidates,2018,Kansas,KS,Lung,38
Waitlist Candidates,2018,Kansas,KS,Pancreas,0
Waitlist Candidates,2018,Kentucky,KY,All,753
Waitlist Candidates,2018,Kentucky,KY,Heart,98
Waitlist Candidates,2018,Kentucky,KY,Kidney,426
Waitlist Candidates,2018,Kentucky,KY,Kidney-Pancreas,20
Waitlist Candidates,2018,Kentucky,KY,Liver,186
Waitlist Candidates,2018,Kentucky,KY,Lung,45
Waitlist Candidates,2018,Kentucky,KY,Pancreas,
Waitlist Candidates,2018,Louisiana,LA,All,928
Waitlist Candidates,2018,Louisiana,LA,Heart,57
Waitlist Candidates,2018,Louisiana,LA,Kidney,575
Waitlist Candidates,2018,Louisiana,LA,Kidney-Pancreas,33
Waitlist Candidates,2018,Louisiana,LA,Liver,230
Waitlist Candidates,2018,Louisiana,LA,Lung,48
Waitlist Candidates,2018,Louisiana,LA,Pancreas,
Waitlist Candidates,2018,Maine,ME,All,170
Waitlist Candidates,2018,Maine,ME,Heart,17
Waitlist Candidates,2018,Maine,ME,Kidney,85
Waitlist Candidates,2018,Maine,ME,Kidney-Pancreas,
Waitlist Candidates,2018,Maine,ME,Liver,47
Waitlist Candidates,2018,Maine,ME,Lung,21
Waitlist Candidates,2018,Maine,ME,Pancreas,
Waitlist Candidates,2018,Maryland,MD,All,1546
Waitlist Candidates,2018,Maryland,MD,Heart,109
Waitlist Candidates,2018,Maryland,MD,Kidney,1002
Waitlist Candidates,2018,Maryland,MD,Kidney-Pancreas,62
Waitlist Candidates,2018,Maryland,MD,Liver,397
Waitlist Candidates,2018,Maryland,MD,Lung,67
Waitlist Candidates,2018,Maryland,MD,Pancreas,
Waitlist Candidates,2018,Massachusetts,MA,All,1409
Waitlist Candidates,2018,Massachusetts,MA,Heart,88
Waitlist Candidates,2018,Massachusetts,MA,Kidney,906
Waitlist Candidates,2018,Massachusetts,MA,Kidney-Pancreas,17
Waitlist Candidates,2018,Massachusetts,MA,Liver,378
Waitlist Candidates,2018,Massachusetts,MA,Lung,61
Waitlist Candidates,2018,Massachusetts,MA,Pancreas,
Waitlist Candidates,2018,Michigan,MI,All,1614
Waitlist Candidates,2018,Michigan,MI,Heart,141
Waitlist Candidates,2018,Michigan,MI,Kidney,1008
Waitlist Candidates,2018,Michigan,MI,Kidney-Pancreas,20
Waitlist Candidates,2018,Michigan,MI,Liver,333
Waitlist Candidates,2018,Michigan,MI,Lung,153
Waitlist Candidates,2018,Michigan,MI,Pancreas,16
Waitlist Candidates,2018,Minnesota,MN,All,922
Waitlist Candidates,2018,Minnesota,MN,Heart,89
Waitlist Candidates,2018,Minnesota,MN,Kidney,611
Waitlist Candidates,2018,Minnesota,MN,Kidney-Pancreas,58
Waitlist Candidates,2018,Minnesota,MN,Liver,176
Waitlist Candidates,2018,Minnesota,MN,Lung,56
Waitlist Candidates,2018,Minnesota,MN,Pancreas,18
Waitlist Candidates,2018,Mississippi,MS,All,629
Waitlist Candidates,2018,Mississippi,MS,Heart,43
Waitlist Candidates,2018,Mississippi,MS,Kidney,454
Waitlist Candidates,2018,Mississippi,MS,Kidney-Pancreas,
Waitlist Candidates,2018,Mississippi,MS,Liver,118
Waitlist Candidates,2018,Mississippi,MS,Lung,
Waitlist Candidates,2018,Mississippi,MS,Pancreas,0
Waitlist Candidates,2018,Missouri,MO,All,937
Waitlist Candidates,2018,Missouri,MO,Heart,78
Waitlist Candidates,2018,Missouri,MO,Kidney,614
Waitlist Candidates,2018,Missouri,MO,Kidney-Pancreas,17
Waitlist Candidates,2018,Missouri,MO,Liver,206
Waitlist Candidates,2018,Missouri,MO,Lung,50
Waitlist Candidates,2018,Missouri,MO,Pancreas,
Waitlist Candidates,2018,Montana,MT,All,113
Waitlist Candidates,2018,Montana,MT,Heart,
Waitlist Candidates,2018,Montana,MT,Kidney,74
Waitlist Candidates,2018,Montana,MT,Kidney-Pancreas,
Waitlist Candidates,2018,Montana,MT,Liver,29
Waitlist Candidates,2018,Montana,MT,Lung,
Waitlist Candidates,2018,Montana,MT,Pancreas,0
Waitlist Candidates,2018,Nebraska,NE,All,318
Waitlist Candidates,2018,Nebraska,NE,Heart,52
Waitlist Candidates,2018,Nebraska,NE,Kidney,186
Waitlist Candidates,2018,Nebraska,NE,Kidney-Pancreas,
Waitlist Candidates,2018,Nebraska,NE,Liver,76
Waitlist Candidates,2018,Nebraska,NE,Lung,
Waitlist Candidates,2018,Nebraska,NE,Pancreas,
Waitlist Candidates,2018,Nevada,NV,All,372
Waitlist Candidates,2018,Nevada,NV,Heart,32
Waitlist Candidates,2018,Nevada,NV,Kidney,250
Waitlist Candidates,2018,Nevada,NV,Kidney-Pancreas,
Waitlist Candidates,2018,Nevada,NV,Liver,76
Waitlist Candidates,2018,Nevada,NV,Lung,
Waitlist Candidates,2018,Nevada,NV,Pancreas,
Waitlist Candidates,2018,New Hampshire,NH,All,201
Waitlist Candidates,2018,New Hampshire,NH,Heart,16
Waitlist Candidates,2018,New Hampshire,NH,Kidney,128
Waitlist Candidates,2018,New Hampshire,NH,Kidney-Pancreas,
Waitlist Candidates,2018,New Hampshire,NH,Liver,49
Waitlist Candidates,2018,New Hampshire,NH,Lung,
Waitlist Candidates,2018,New Hampshire,NH,Pancreas,
Waitlist Candidates,2018,New Jersey,NJ,All,1678
Waitlist Candidates,2018,New Jersey,NJ,Heart,107
Waitlist Candidates,2018,New Jersey,NJ,Kidney,1118
Waitlist Candidates,2018,New Jersey,NJ,Kidney-Pancreas,31
Waitlist Candidates,2018,New Jersey,NJ,Liver,333
Waitlist Candidates,2018,New Jersey,NJ,Lung,124
Waitlist Candidates,2018,New Jersey,NJ,Pancreas,
Waitlist Candidates,2018,New Mexico,NM,All,357
Waitlist Candidates,2018,New Mexico,NM,Heart,18
Waitlist Candidates,2018,New Mexico,NM,Kidney,266
Waitlist Candidates,2018,New Mexico,NM,Kidney-Pancreas,
Waitlist Candidates,2018,New Mexico,NM,Liver,67
Waitlist Candidates,2018,New Mexico,NM,Lung,
Waitlist Candidates,2018,New Mexico,NM,Pancreas,
Waitlist Candidates,2018,New York,NY,All,4345
Waitlist Candidates,2018,New York,NY,Heart,323
Waitlist Candidates,2018,New York,NY,Kidney,3077
Waitlist Candidates,2018,New York,NY,Kidney-Pancreas,108
Waitlist Candidates,2018,New York,NY,Liver,778
Waitlist Candidates,2018,New York,NY,Lung,234
Waitlist Candidates,2018,New York,NY,Pancreas,66
Waitlist Candidates,2018,North Carolina,NC,All,1759
Waitlist Candidates,2018,North Carolina,NC,Heart,162
Waitlist Candidates,2018,North Carolina,NC,Kidney,1256
Waitlist Candidates,2018,North Carolina,NC,Kidney-Pancreas,66
Waitlist Candidates,2018,North Carolina,NC,Liver,267
Waitlist Candidates,2018,North Carolina,NC,Lung,73
Waitlist Candidates,2018,North Carolina,NC,Pancreas,36
Waitlist Candidates,2018,North Dakota,ND,All,136
Waitlist Candidates,2018,North Dakota,ND,Heart,
Waitlist Candidates,2018,North Dakota,ND,Kidney,99
Waitlist Candidates,2018,North Dakota,ND,Kidney-Pancreas,
Waitlist Candidates,2018,North Dakota,ND,Liver,22
Waitlist Candidates,2018,North Dakota,ND,Lung,
Waitlist Candidates,2018,North Dakota,ND,Pancreas,
Waitlist Candidates,2018,Not Reported,NR,All,
Waitlist Candidates,2018,Not Reported,NR,Heart,0
Waitlist Candidates,2018,Not Reported,NR,Kidney,
Waitlist Candidates,2018,Not Reported,NR,Kidney-Pancreas,0
Waitlist Candidates,2018,Not Reported,NR,Liver,
Waitlist Candidates,2018,Not Reported,NR,Lung,0
Waitlist Candidates,2018,Not Reported,NR,Pancreas,
Waitlist Candidates,2018,Ohio,OH,All,2021
Waitlist Candidates,2018,Ohio,OH,Heart,161
Waitlist Candidates,2018,Ohio,OH,Kidney,1194
Waitlist Candidates,2018,Ohio,OH,Kidney-Pancreas,41
Waitlist Candidates,2018,Ohio,OH,Liver,556
Waitlist Candidates,2018,Ohio,OH,Lung,130
Waitlist Candidates,2018,Ohio,OH,Pancreas,
Waitlist Candidates,2018,Oklahoma,OK,All,490
Waitlist Candidates,2018,Oklahoma,OK,Heart,40
Waitlist Candidates,2018,Oklahoma,OK,Kidney,305
Waitlist Candidates,2018,Oklahoma,OK,Kidney-Pancreas,17
Waitlist Candidates,2018,Oklahoma,OK,Liver,107
Waitlist Candidates,2018,Oklahoma,OK,Lung,30
Waitlist Candidates,2018,Oklahoma,OK,Pancreas,0
Waitlist Candidates,2018,Oregon,OR,All,430
Waitlist Candidates,2018,Oregon,OR,Heart,32
Waitlist Candidates,2018,Oregon,OR,Kidney,257
Waitlist Candidates,2018,Oregon,OR,Kidney-Pancreas,17
Waitlist Candidates,2018,Oregon,OR,Liver,111
Waitlist Candidates,2018,Oregon,OR,Lung,20
Waitlist Candidates,2018,Oregon,OR,Pancreas,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,All,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Heart,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Kidney,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Liver,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Lung,0
Waitlist Candidates,2018,Pacific Ocean Territories,PO,Pancreas,0
Waitlist Candidates,2018,Pennsylvania,PA,All,2681
Waitlist Candidates,2018,Pennsylvania,PA,Heart,173
Waitlist Candidates,2018,Pennsylvania,PA,Kidney,1670
Waitlist Candidates,2018,Pennsylvania,PA,Kidney-Pancreas,51
Waitlist Candidates,2018,Pennsylvania,PA,Liver,601
Waitlist Candidates,2018,Pennsylvania,PA,Lung,265
Waitlist Candidates,2018,Pennsylvania,PA,Pancreas,31
Waitlist Candidates,2018,Puerto Rico,PR,All,268
Waitlist Candidates,2018,Puerto Rico,PR,Heart,
Waitlist Candidates,2018,Puerto Rico,PR,Kidney,204
Waitlist Candidates,2018,Puerto Rico,PR,Kidney-Pancreas,20
Waitlist Candidates,2018,Puerto Rico,PR,Liver,56
Waitlist Candidates,2018,Puerto Rico,PR,Lung,
Waitlist Candidates,2018,Puerto Rico,PR,Pancreas,
Waitlist Candidates,2018,Rhode Island,RI,All,168
Waitlist Candidates,2018,Rhode Island,RI,Heart,
Waitlist Candidates,2018,Rhode Island,RI,Kidney,106
Waitlist Candidates,2018,Rhode Island,RI,Kidney-Pancreas,
Waitlist Candidates,2018,Rhode Island,RI,Liver,42
Waitlist Candidates,2018,Rhode Island,RI,Lung,
Waitlist Candidates,2018,Rhode Island,RI,Pancreas,
Waitlist Candidates,2018,South Carolina,SC,All,918
Waitlist Candidates,2018,South Carolina,SC,Heart,68
Waitlist Candidates,2018,South Carolina,SC,Kidney,668
Waitlist Candidates,2018,South Carolina,SC,Kidney-Pancreas,25
Waitlist Candidates,2018,South Carolina,SC,Liver,153
Waitlist Candidates,2018,South Carolina,SC,Lung,28
Waitlist Candidates,2018,South Carolina,SC,Pancreas,
Waitlist Candidates,2018,South Dakota,SD,All,149
Waitlist Candidates,2018,South Dakota,SD,Heart,
Waitlist Candidates,2018,South Dakota,SD,Kidney,94
Waitlist Candidates,2018,South Dakota,SD,Kidney-Pancreas,
Waitlist Candidates,2018,South Dakota,SD,Liver,38
Waitlist Candidates,2018,South Dakota,SD,Lung,
Waitlist Candidates,2018,South Dakota,SD,Pancreas,
Waitlist Candidates,2018,Tennessee,TN,All,1118
Waitlist Candidates,2018,Tennessee,TN,Heart,134
Waitlist Candidates,2018,Tennessee,TN,Kidney,730
Waitlist Candidates,2018,Tennessee,TN,Kidney-Pancreas,17
Waitlist Candidates,2018,Tennessee,TN,Liver,229
Waitlist Candidates,2018,Tennessee,TN,Lung,37
Waitlist Candidates,2018,Tennessee,TN,Pancreas,
Waitlist Candidates,2018,Texas,TX,All,5696
Waitlist Candidates,2018,Texas,TX,Heart,420
Waitlist Candidates,2018,Texas,TX,Kidney,3841
Waitlist Candidates,2018,Texas,TX,Kidney-Pancreas,66
Waitlist Candidates,2018,Texas,TX,Liver,1302
Waitlist Candidates,2018,Texas,TX,Lung,251
Waitlist Candidates,2018,Texas,TX,Pancreas,22
Waitlist Candidates,2018,Utah,UT,All,401
Waitlist Candidates,2018,Utah,UT,Heart,42
Waitlist Candidates,2018,Utah,UT,Kidney,244
Waitlist Candidates,2018,Utah,UT,Kidney-Pancreas,
Waitlist Candidates,2018,Utah,UT,Liver,99
Waitlist Candidates,2018,Utah,UT,Lung,
Waitlist Candidates,2018,Utah,UT,Pancreas,
Waitlist Candidates,2018,Vermont,VT,All,91
Waitlist Candidates,2018,Vermont,VT,Heart,
Waitlist Candidates,2018,Vermont,VT,Kidney,43
Waitlist Candidates,2018,Vermont,VT,Kidney-Pancreas,
Waitlist Candidates,2018,Vermont,VT,Liver,33
Waitlist Candidates,2018,Vermont,VT,Lung,
Waitlist Candidates,2018,Vermont,VT,Pancreas,
Waitlist Candidates,2018,Virgin Islands,VI,All,
Waitlist Candidates,2018,Virgin Islands,VI,Heart,
Waitlist Candidates,2018,Virgin Islands,VI,Kidney,
Waitlist Candidates,2018,Virgin Islands,VI,Kidney-Pancreas,0
Waitlist Candidates,2018,Virgin Islands,VI,Liver,0
Waitlist Candidates,2018,Virgin Islands,VI,Lung,
Waitlist Candidates,2018,Virgin Islands,VI,Pancreas,0
Waitlist Candidates,2018,Virginia,VA,All,1701
Waitlist Candidates,2018,Virginia,VA,Heart,143
Waitlist Candidates,2018,Virginia,VA,Kidney,1159
Waitlist Candidates,2018,Virginia,VA,Kidney-Pancreas,53
Waitlist Candidates,2018,Virginia,VA,Liver,333
Waitlist Candidates,2018,Virginia,VA,Lung,76
